seq,name,uscc,pdf_page,tier,track,form,reg_authority,origin,vintage,seed_kw,ocean_kw,support_kw,exclude_kw,holding_kw,anchor_kw,state_kw,risk_flags,score
157,中科通用（三亚）医疗科技有限公司,91460000MADACY585E,4,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAD,,,医疗科技,,,,中科,,49
158,中科通用（海南）科技有限公司,91410105MA9M406J9G,4,D 名称无行业信号,泛科技无行业信号,独立法人,省外登记(410105),省外迁入/外设,MA9,,,,,,,中科,首次登记在省外(迁入或外地主体设点),6
159,中科泰成石油科技（海南）有限公司,91460000MA5TR33T4U,4,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,中科,,24
160,中科曙光信息产业（海南）有限公司,91460200MA5U0JX13A,4,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,,,中科,,24
161,中科联拓海洋科技（海南）有限公司,91460000MAEDPWEG8P,4,A 核心赛道-优先访谈,深海海洋,独立法人,海南省级登记,本地(省级),MAE,,海洋,,,,,中科,,72
162,中科康健（海南）投资有限公司,91460000MAD3NCUN0K,4,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAD,,,,,投资,,中科,纯投资/控股载体,12
163,中科开采夫（海南）空天信息研究院有限公司,91460000MA5TDEEB01,4,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MA5,,,空天,,,研究院,中科,,67
164,中科国研（海南）投资集团有限公司,91469030MA5TLT1G3G,4,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MA5,,,,,投资,,中科,纯投资/控股载体,6
165,中科国瑞科技（海南）集团有限公司,91460000MA7KGY3D33,4,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA7,,,,,,,中科,,24
166,中科国富（海南）投资集团有限公司,91460000MA5TL8JR01,4,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,,投资,,中科,纯投资/控股载体,12
167,中科产业集团（海南）有限公司,91460000MA5TGQ3D6N,4,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,中科,,24
168,中康组学（海南）生物科技有限公司,91460000MA5U14L2X1,4,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
169,中开总局建筑工程（海南）有限公司,91460000MA5TQFCW3W,4,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,建筑,,,,,16
170,中开建装修设计（海南）有限公司,91460108MA5TYWM72C,4,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MA5,,,,装修,,,,,10
171,中钧（海南）实业有限公司,91460200798725026F,4,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),旧版(2015前),,,,,,,,,16
172,中聚供应链管理（海南）有限公司,91460000MA5TY8DJ8K,4,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,供应链,,,,,16
173,中景德企服（海南）科技有限公司,91460108MAD8WNN1XP,4,D 名称无行业信号,泛科技无行业信号,独立法人,海口登记,省内迁入/外设,MAD,,,,,,,,,10
174,中鲸（海南）投资集团有限公司,91460000MABPAW44X6,4,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA其他,,,,,投资,,,纯投资/控股载体,4
175,中京建实业（海南）有限公司,91460100MA5TY74H1P,4,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,MA5,,,,,,,,,10
176,中京地产实业有限公司,91430000576557020F,4,D 名称无行业信号,待判定,独立法人,省外登记(430000),省外迁入/外设,旧版(2015前),,,,,,,,首次登记在省外(迁入或外地主体设点),-2
177,中晋泽石油化工（三亚）有限公司,91460000MA5TT7T048,4,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
178,中锦集团（海南）有限公司,91460000MAC3Q5AB0E,4,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
179,中锦恒业建设集团有限公司三亚分公司,91460000MACEXDLP50,5,D 名称无行业信号,待判定,分支机构,海南省级登记,本地(省级),MAC,,,,,,,,分支机构(非独立法人),-6
180,中金国融（海南）投资集团有限公司,91460000MA5TLQ9W7A,5,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,,投资,,,纯投资/控股载体,4
181,中金产业集团（海南）有限公司,91460000MA5TGFDK7P,5,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
182,中金（海南）经贸发展有限公司,91460000MA5TGXEP3A,5,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
183,中洁（海南）新能源有限公司,91460000MACDJ5BR9R,5,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAC,,,新能源,,,,,,41
184,中胶（海南）文化有限公司,91460000MA5U0DWN0J,5,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,文化,,,,,16
185,中建三局第三建设工程有限责任公司海南分公司,91460100567995870J,5,E 非目标/对照组池,非目标,分支机构,海口登记,省内迁入/外设,旧版(2015前),,,,建设工程,,,,分支机构(非独立法人),-12
186,中建六局水利水电建设集团有限公司海南分公司,914602003480710614,5,D 名称无行业信号,待判定,分支机构,三亚市/区登记,本地(三亚),旧版(2015前),,,,,,,,分支机构(非独立法人),-6
187,中建二局第一建筑工程有限公司三亚分公司,91460200MA5TQGLB14,5,E 非目标/对照组池,非目标,分支机构,三亚市/区登记,本地(三亚),MA5,,,,建筑,,,,分支机构(非独立法人),-6
188,中健智康健康产业发展（海南）有限公司,91460200MADN0LA53M,5,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),MAD,,,,,,,,,16
189,中健华夏（海南）医学研究发展有限公司,91460000MAD9648F6W,5,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAD,,,,,,,,,16
190,中检科信（三亚）信息技术有限公司,91460000MA5TJXFG25,5,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
191,中佳智慧科技（三亚）有限公司,91460000MAA99T044H,5,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
192,中纪科创（海南）有限公司,91460000MAK0PJYT5Q,5,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAK,,,,,,,,,16
193,中技科转（海南）科技发展有限公司,91460000MACP1T1Q5H,5,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
194,中机联投科技（海南）有限责任公司,91460000MACHH5RC0J,5,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
195,中汇信科（海南）智能科技有限公司,91460000MADAYK4B5P,5,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAD,,,,,,,,,16
196,中汇鸿铭投资（海南）有限责任公司,91460107MACKBG7PX2,5,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAC,,,,,投资,,,纯投资/控股载体,-2
197,中环能（海南）智能科技有限公司,91460000MA5TMGGD47,5,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
198,中寰海商贸（海南）有限公司,91460108MAA9AFLU88,5,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAA,,,,商贸,,,,,10
199,中化学（海南）有限公司,91460100MA5U2KMF1N,5,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,MA5,,,,,,,,,10
200,中化现代农业（广西）有限公司海南分公司,91460106MACRXQAB8U,5,E 非目标/对照组池,泛农业经营,分支机构,海口登记,省内迁入/外设,MAC,,,,,,,,分支机构(非独立法人),6
201,中化金茂物业管理（北京）有限公司三亚分公司,91460200MA5TKAKX6E,5,E 非目标/对照组池,非目标,分支机构,三亚市/区登记,本地(三亚),MA5,,,,物业,,,,分支机构(非独立法人),-6
202,中化（海南）农业生态有限公司,91460200MA5U2X899W,5,C 支撑/泛赛道-备选,泛农业经营,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,,,,,34
203,中化（海南）财资管理有限公司,91460000MAEH001T1G,5,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
204,中狐传媒（海南）有限公司,91460000MACH63WE3B,5,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,传媒,,,,,16
205,中厚实业发展（海南）有限公司,91460000MA5TYTJT51,5,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
206,中鸿通建（海南）科技投资有限公司,91460000MAE07FW56A,5,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,,投资,,,纯投资/控股载体,4
207,中弘盛澜农渔发展（海南）有限公司,91460000MACFXP1N5X,5,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
208,中宏新智（海南）科技有限公司,91460000MACLYDAF56,5,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
209,中宏勘探装备科技（海南）有限公司,91460000MAA96LMQ61,5,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAA,,,装备,,,,,,41
210,中宏大（海南）国际投资有限公司,91460108MAD67PLD2L,5,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,,投资,,,纯投资/控股载体,-2
211,中宏盛世（海南）投资有限公司,91460000MAEBRCA22N,5,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,,投资,,,纯投资/控股载体,4
212,中恒农科（海南）农业科技有限公司,91460100MA5TUN0T6Y,5,A 核心赛道-优先访谈,南繁种业,独立法人,海口登记,省内迁入/外设,MA5,农科|农业科技,,,,,,,,60
213,中恒路桥建设（海南）有限公司,91469027MACQ3W7Y9A,5,D 名称无行业信号,待判定,独立法人,海南其他市县登记,省内迁入/外设,MAC,,,,,,,,,10
214,中恒创（海南）科技有限公司,91460000MACCPQD34C,5,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
215,中禾耀（海南）农业集团有限公司,91460000MACD7HYD8P,5,C 支撑/泛赛道-备选,泛农业经营,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,34
216,中邯投资集团（海南）有限公司,91460100MAA97FBX2R,5,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAA,,,,,投资,,,纯投资/控股载体,-2
217,中海首建（北京）建筑工程有限公司三亚第一分公司,91460000MAC7UTRBXN,5,E 非目标/对照组池,非目标,分支机构,海南省级登记,本地(省级),MAC,,,,建筑,,,,分支机构(非独立法人),-6
218,中海科技（海南）有限公司,91460100MAA9AQYM5Y,5,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,MAA,,,,,,,,,10
219,中海建安建设有限公司三亚分公司,91460108MAC107BF1K,5,D 名称无行业信号,待判定,分支机构,海口登记,省内迁入/外设,MAC,,,,,,,,分支机构(非独立法人),-12
220,中海（三亚）农业科技发展有限公司,91460105MAA9AC14XL,5,A 核心赛道-优先访谈,南繁种业,独立法人,海口登记,省内迁入/外设,MAA,农业科技,,,,,,,,60
221,中哈（海南）能源科技有限公司,91460000MAEU00130F,5,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAE,,,能源科技,,,,,,41
222,中国种子集团有限公司三亚分公司,91460200760383243H,5,B 核心赛道-需核实,南繁种业,分支机构,三亚市/区登记,本地(三亚),旧版(2015前),中国种子|种子,,,,,中国种子,中国,分支机构(非独立法人),70
223,中国种子集团有限公司,91110000100000438C,5,B 核心赛道-需核实,南繁种业,独立法人,省外登记(110000),省外迁入/外设,旧版(2015前),中国种子|种子,,,,,中国种子,中国,首次登记在省外(迁入或外地主体设点),74
224,中国有线电视网络有限公司三亚崖城营业厅,91460200MA5RH0E61G,6,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,,,中国,,24
225,中国邮政集团有限公司三亚市崖城支局,91460200693158053C,6,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),旧版(2015前),,,,,,,中国,,24
226,中国邮政集团有限公司三亚市南滨邮政支局,91460204MAD9XU7D12,6,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),MAD,,,,,,,中国,,24
227,中国邮政储蓄银行股份有限公司三亚市崖州大道支行,91460200552772412M,6,E 非目标/对照组池,金融机构,分支机构,三亚市/区登记,本地(三亚),旧版(2015前),,,,,,,中国,分支机构(非独立法人),2
228,中国邮政储蓄银行股份有限公司三亚市崖城营业所,91460200552767314J,6,E 非目标/对照组池,金融机构,独立法人,三亚市/区登记,本地(三亚),旧版(2015前),,,,,,,中国,,24
229,中国银行股份有限公司三亚崖州支行,91460200MA5T7W8F17,6,E 非目标/对照组池,金融机构,分支机构,三亚市/区登记,本地(三亚),MA5,,,,,,,中国,分支机构(非独立法人),2
230,中国图书进出口（集团）有限公司海南分公司,91460000MAEGB5BX00,6,E 非目标/对照组池,非目标,分支机构,海南省级登记,本地(省级),MAE,,,,进出口,,,中国,分支机构(非独立法人),2
231,中国通用航空有限责任公司,91120116710921648C,6,D 名称无行业信号,待判定,独立法人,省外登记(120116),省外迁入/外设,旧版(2015前),,,,,,,中国,首次登记在省外(迁入或外地主体设点),6
232,中国石化销售股份有限公司海南三亚中心渔港加油站,91460200MAA92M9M1W,6,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),MAA,,,,,,,中国,,24
233,中国石化销售股份有限公司海南三亚崖州大道加能站,91460000MAE6TJL44X,6,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,中国,,24
234,中国石化销售股份有限公司海南三亚崖城加油站,91460200MA5RCC1A7D,6,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,,,中国,,24
235,中国石化销售股份有限公司海南三亚崖城高速南加油站,91460000MA7KMW5K0K,6,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA7,,,,,,,中国,,24
236,中国石化销售股份有限公司海南三亚南山港加油站,91460200395976613A,6,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),旧版(2015前),,,,,,,中国,,24
237,中国人民财产保险股份有限公司三亚市崖州支公司,91460200MA5RCG0269,6,E 非目标/对照组池,金融机构,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,,,中国,,24
238,中国平安人寿保险股份有限公司三亚中心支公司崖城营销服务部,91460200578718991D,6,E 非目标/对照组池,金融机构,独立法人,三亚市/区登记,本地(三亚),旧版(2015前),,,,,,,中国,,24
239,中国农业银行股份有限公司三亚崖州科技支行,91460000MAD7ETJY1D,6,E 非目标/对照组池,金融机构,分支机构,海南省级登记,本地(省级),MAD,,,,,,,中国,分支机构(非独立法人),2
240,中国农业银行股份有限公司三亚南繁支行,91460200348082246U,6,E 非目标/对照组池,金融机构,分支机构,三亚市/区登记,本地(三亚),旧版(2015前),南繁,,,,,南繁,中国,分支机构(非独立法人),20
